learner_id;country;in_course;unit;avg_score;completion;inv_rate
1280590;TR;t;1;0.885;1;0
1280590;TR;t;2;0.955;1;0
1280590;TR;t;3;0.844;0.957;0
1280590;TR;t;REVIEW 1;0.868;1;0
1280590;TR;t;4;0.808;1;0
1280590;TR;t;6;0.85;0.952;0
1280590;TR;t;REVIEW 2;0.977;1;0
1280590;TR;t;8;0.789;0.9;0
1280590;TR;t;9;0.945;0.952;0
1280590;TR;t;REVIEW 3;0.848;1;0
1280588;TR;t;1;0.744;1;0
1280588;TR;t;2;0.939;0.962;0
1280588;TR;t;3;0.91;1;0
1280588;TR;t;REVIEW 1;0.935;1;0
1280588;TR;t;4;0.935;1;0
1280588;TR;t;5;0.843;0.913;0
1280588;TR;t;6;0.811;1;0
1280588;TR;t;REVIEW 2;0.783;1;0
1280588;TR;t;8;0.953;0.9;0
1280588;TR;t;9;0.594;1;0
1280588;TR;t;REVIEW 3;0.494;1;0
1280585;TR;t;1;0.932;1;0
1280585;TR;t;2;0.769;1;0
1280585;TR;t;REVIEW 1;0.975;1;0
1280585;TR;t;4;0.746;1;0
1280585;TR;t;5;0.665;0.957;0
1280585;TR;t;6;0.851;0.952;0
1280585;TR;t;REVIEW 2;0.951;1;0
1280585;TR;t;8;0.794;0.9;0
1280585;TR;t;9;0.858;1;0
1280585;TR;t;REVIEW 3;0.912;1;0
1280578;TR;t;2;1;0.077;0
1280573;ES;t;VIDEO PODCASTS;0.344;0.075;0
1280571;TR;t;2;0.957;1;0
1280571;TR;t;3;0.917;1;0
1280571;TR;t;REVIEW 1;0.934;1;0
1280571;TR;t;4;0.971;1;0
1280571;TR;t;6;0.972;1;0
1280571;TR;t;REVIEW 2;0.96;1;0
1280571;TR;t;8;0.87;0.9;0
1280571;TR;t;9;0.981;1;0
1280571;TR;t;REVIEW 3;0.945;1;0
1280571;TR;t;VIDEO PODCASTS;1;0.75;0
1280553;TR;t;2;0.797;1;0
1280550;TR;t;1;0.899;1;0
1280550;TR;t;2;0.939;1;0
1280550;TR;t;REVIEW 1;0.876;1;0
1280550;TR;t;4;0.728;1;0
1280550;TR;t;5;0.761;0.913;0
1280550;TR;t;6;0.686;1;0
1280550;TR;t;REVIEW 2;0.928;1;0
1280550;TR;t;8;0.717;0.9;0
1280550;TR;t;9;0.86;1;0
1280550;TR;t;REVIEW 3;0.868;1;0
1280522;UA;t;1;0.8;0.15;0
1280520;UA;t;2;0.754;0.654;0
1280515;UA;t;2;0.8;0.385;0
1280499;TR;t;1;0.779;0.6;0
1280499;TR;t;3;0.739;0.217;0
1280364;TR;t;1;0.901;1;0
1280364;TR;t;2;0.889;1;0
1280364;TR;t;3;0.652;1;0
1280364;TR;t;REVIEW 1;0.904;1;0
1280364;TR;t;4;0.601;1;0
1280364;TR;t;REVIEW 2;0.831;1;0
1280364;TR;t;8;0.905;0.95;0
1280364;TR;t;9;0.808;1;0
1280364;TR;t;REVIEW 3;0.963;1;0
1280364;TR;t;10;0.634;1;0
1280284;PL;t;1;0.594;0.95;0
1280284;PL;t;3;0.768;1;0
1280243;TR;t;1;0.796;0.95;0
1280243;TR;t;2;0.25;0.077;0
1280194;TR;t;5;0.706;0.087;0
1280188;TR;t;1;0.777;1;0
1280188;TR;t;2;0.715;0.385;0
1280188;TR;t;7;0.753;0.526;0
1280188;TR;t;8;0.755;0.25;0
1280188;TR;t;10;0.773;0.143;0
1280179;TR;t;1;0.733;1;0
1280179;TR;t;3;0.558;0.913;0
1280179;TR;t;5;0.52;0.957;0
1280179;TR;t;6;0.994;1;0
1280179;TR;t;7;0.883;0.895;0
1280179;TR;t;9;0.966;1;0
1280170;TR;t;1;0.655;1;0
1280170;TR;t;3;0.473;1;0
1280170;TR;t;REVIEW 1;0.372;1;0
1280170;TR;t;4;0.547;1;0
1280170;TR;t;8;0.562;0.95;0
1280170;TR;t;10;0.531;1;0
1280170;TR;t;11;0.593;1;0
1280170;TR;t;12;0.48;1;0
1280170;TR;t;VIDEO PODCASTS;0.593;0.05;0
1280155;TR;t;1;0.915;0.95;0
1280155;TR;t;2;0.81;0.962;0
1280155;TR;t;3;0.935;0.913;0
1280155;TR;t;4;0.847;0.952;0
1280155;TR;t;5;0.783;0.913;0
1280155;TR;t;6;0.879;0.905;0
1280155;TR;t;VIDEO PODCASTS;0.823;0.5;0
1280149;TR;t;1;0.458;0.95;0
1280149;TR;t;2;0.372;0.962;0
1280149;TR;t;3;0.963;0.913;0
1280149;TR;t;4;0.976;0.952;0
1280149;TR;t;7;0.967;0.947;0
1280146;TR;t;2;0.893;1;0
1280146;TR;t;3;0.967;0.261;0
1280146;TR;t;4;0.957;1;0
1280146;TR;t;6;0.979;1;0
1280085;PL;t;1;0.845;0.75;0
1280085;PL;t;2;0.742;0.269;0
1280075;TR;t;7;0.573;0.842;0
1280075;TR;t;8;0.463;0.95;0
1280075;TR;t;9;0.369;0.81;0
1280075;TR;t;10;0.487;0.667;0
1280069;IT;t;1;0.77;0.9;0
1280044;TR;t;1;0.749;0.3;0
1280029;TR;t;1;0.73;1;0
1280029;TR;t;2;0.674;1;0
1280029;TR;t;4;0.823;1;0
1280029;TR;t;5;0.974;0.957;0
1280029;TR;t;6;0.771;1;0
1280029;TR;t;11;0.788;0.25;0
1280026;TR;t;2;0.99;0.962;0
1280026;TR;t;3;0.968;0.913;0
1280026;TR;t;7;0.975;0.895;0
1280026;TR;t;8;0.988;0.9;0
1280026;TR;t;9;0.982;0.905;0
1280026;TR;t;10;0.988;1;0
1280026;TR;t;11;0.981;0.95;0
1280026;TR;t;12;0.977;0.636;0
1280026;TR;t;VIDEO PODCASTS;0.785;0.125;0
1280024;TR;t;REVIEW 1;0.64;0.923;0
1280024;TR;t;REVIEW 2;0.724;0.273;0
1280023;TR;t;1;0.685;1;0
1280023;TR;t;REVIEW 1;0.889;0.154;0
1280023;TR;t;6;0.95;0.143;0
1280014;TR;t;1;0.738;1;0
1280014;TR;t;2;0.717;1;0
1280014;TR;t;3;0.616;1;0
1280014;TR;t;4;0.48;1;0
1279984;TR;t;5;0.756;0.435;0
1279984;TR;t;8;0.479;0.2;0
1279983;ES;t;1;0.783;1;0
1279983;ES;t;3;0.845;0.522;0
1279983;ES;t;REVIEW 1;0.929;0.769;0
1279983;ES;t;4;0.839;0.429;0
1279983;ES;t;5;1;0.13;0
1279967;TR;t;1;0.789;1;0
1279967;TR;t;2;0.88;1;0
1279967;TR;t;3;0.988;1;0
1279967;TR;t;4;0.333;0.143;0
1279958;ES;f;1;0.668;0.65;0
1279954;TR;t;1;0.374;1;0
1279954;TR;t;2;0.527;1;0
1279954;TR;t;3;0.449;1;0
1279954;TR;t;4;0.308;1;0
1279927;TR;t;1;0.617;0.25;0
1279908;ES;t;1;0.781;1;0
1279908;ES;t;2;0.834;1;0
1279904;TR;t;1;0.528;0.75;0
1279904;TR;t;3;0.633;0.391;0
1279895;TR;t;1;0.526;0.9;0
1279895;TR;t;2;0.863;0.962;0
1279895;TR;t;3;0.836;0.913;0
1279895;TR;t;4;0.565;0.952;0
1279895;TR;t;5;0.329;0.783;0
1279895;TR;t;8;0.35;0.9;0
1279895;TR;t;9;0.808;0.81;0
1279895;TR;t;REVIEW 3;0.43;1;0
1279895;TR;t;10;0.238;0.952;0
1279895;TR;t;11;0.419;0.9;0
1279895;TR;t;12;0.458;0.864;0
1279895;TR;t;REVIEW 4;0.408;0.5;0
1279895;TR;t;VIDEO PODCASTS;0.639;0.975;0
1279886;TR;t;6;0.986;0.905;0
1279886;TR;t;VIDEO PODCASTS;0.163;0.238;0
1279873;TR;t;1;0.888;0.95;0
1279873;TR;t;2;0.827;0.962;0
1279873;TR;t;3;0.971;0.913;0
1279873;TR;t;4;0.963;0.952;0
1279873;TR;t;5;0.89;0.87;0
1279873;TR;t;6;0.971;0.905;0
1279872;TR;t;2;0.952;0.962;0
1279872;TR;t;VIDEO PODCASTS;0.884;0.238;0
1279842;TR;t;1;0.37;0.95;0
1279842;TR;t;2;0.192;0.923;0
1279836;PL;t;1;0.663;0.8;0
1279827;PL;t;1;0.694;1;0
1279827;PL;t;3;0.528;0.957;0
1279827;PL;t;REVIEW 1;0.673;0.692;0
1279821;PL;t;3;0.802;0.565;0
1279821;PL;t;VIDEO PODCASTS;0.714;0.025;0
1279812;TR;t;2;0.565;0.962;0
1279812;TR;t;3;0.502;0.913;0
1279812;TR;t;4;0.412;0.952;0
1279812;TR;t;5;0.281;0.913;0
1279812;TR;t;6;0.38;0.905;0
1279812;TR;t;7;0.321;0.947;0
1279812;TR;t;8;0.978;0.95;0
1279812;TR;t;9;0.957;1;0
1279800;TR;t;1;1;0.1;0
1279799;CZ;t;1;0.842;1;0
1279787;CO;t;2;0.771;1;0
1279787;CO;t;3;0.814;1;0
1279787;CO;t;REVIEW 1;0.947;1;0
1279787;CO;t;4;0.859;1;0
1279787;CO;t;5;0.857;0.957;0
1279787;CO;t;6;0.811;0.952;0
1279785;TR;t;1;0.79;1;0
1279785;TR;t;2;0.826;1;0
1279785;TR;t;3;0.751;1;0
1279785;TR;t;REVIEW 1;0.876;1;0
1279785;TR;t;4;0.832;1;0
1279785;TR;t;9;0.9;0.095;0
1279785;TR;t;10;0.809;1;0
1279783;TR;t;1;0.835;0.85;0
1279783;TR;t;2;0.905;0.731;0
1279757;PL;t;VIDEO PODCASTS;0.833;0.163;0
1279718;TR;t;1;0.802;1;0
1279718;TR;t;3;0.807;1;0
1279718;TR;t;REVIEW 1;0.9;1;0
1279718;TR;t;4;0.724;1;0
1279718;TR;t;REVIEW 3;0.823;1;0
1279718;TR;t;REVIEW 4;0.823;0.917;0
1279715;CZ;t;3;0.723;0.304;0
1279715;CZ;t;4;0.852;0.571;0
1279715;CZ;t;5;0.333;0.13;0
1279715;CZ;t;7;1;0.158;0
1279705;TR;t;1;0.62;0.95;0
1279705;TR;t;3;0.529;0.913;0
1279705;TR;t;4;0.464;0.952;0
1279705;TR;t;5;0.26;0.913;0
1279705;TR;t;6;0.398;0.905;0
1279705;TR;t;7;0.567;0.947;0
1279705;TR;t;8;0.47;0.15;0
1279683;TR;t;REVIEW 1;0.891;1;0
1279683;TR;t;4;0.667;0.952;0
1279683;TR;t;5;0.705;0.913;0
1279683;TR;t;8;0.822;0.9;0
1279683;TR;t;10;0.691;1;0
1279683;TR;t;11;0.622;0.9;0
1279683;TR;t;12;0.522;0.909;0
1279657;PL;t;2;0.659;0.962;0
1279657;PL;t;REVIEW 1;0.593;0.308;0
1279657;PL;t;4;0.519;0.19;0
1279657;PL;t;5;0.606;0.957;0
1279657;PL;t;6;0.762;0.381;0
1279642;TR;t;1;0.891;0.95;0
1279642;TR;t;2;0.99;0.962;0
1279642;TR;t;3;0.857;0.913;0
1279642;TR;t;4;0.973;0.952;0
1279642;TR;t;5;0.881;0.913;0
1279642;TR;t;6;0.842;0.905;0
1279642;TR;t;8;0.742;0.95;0
1279642;TR;t;9;0.811;1;0
1279642;TR;t;10;0.835;1;0
1279484;TR;t;1;0.831;1;0
1279484;TR;t;2;0.756;1;0
1279484;TR;t;3;0.489;0.13;0
1279484;TR;t;8;0.721;0.2;0
1279484;TR;t;9;0.836;1;0
1279433;TR;t;1;0.647;1;0
1279433;TR;t;3;0.444;0.174;0
1279433;TR;t;REVIEW 1;0.704;0.231;0
1279358;TR;t;1;0.749;0.85;0
1279358;TR;t;2;0.497;0.538;0
1279358;TR;t;4;0.529;0.286;0
1279358;TR;t;10;0.849;0.381;0
1279352;TR;t;1;0.784;1;0
1279352;TR;t;REVIEW 2;0.566;0.636;0
1279352;TR;t;REVIEW 3;0.61;0.923;0
1279352;TR;t;10;0.592;1;0
1279352;TR;t;11;0.688;0.95;0
1279352;TR;t;12;0.58;0.818;0
1279352;TR;t;REVIEW 4;0.721;0.917;0
1279339;TR;t;1;0.391;0.95;0
1279339;TR;t;2;0.401;0.962;0
1279339;TR;t;3;0.255;1;0
1279339;TR;t;4;0.393;1;0
1279339;TR;t;5;0.4;0.217;0
1279335;TR;t;1;0.793;1;0
1279335;TR;t;3;0.657;0.522;0
1279335;TR;t;8;0.833;0.15;0
1279335;TR;t;9;0.653;1;0
1279323;TR;f;5;0.503;0.261;0
1279323;TR;f;6;0.05;0.095;0
1279320;ES;t;2;0.894;1;0
1279320;ES;t;3;0.793;0.957;0
1279320;ES;t;REVIEW 1;0.843;1;0
1279320;ES;t;VIDEO PODCASTS;0.643;0.038;0
1279276;TR;t;1;0.535;1;0
1279276;TR;t;2;0.427;1;0
1279276;TR;t;3;0.256;1;0
1279276;TR;t;4;0.404;1;0
1279276;TR;t;5;0.209;0.957;0
1279276;TR;t;6;0.194;1;0
1279276;TR;t;7;0.187;1;0
1279276;TR;t;8;0.136;0.95;0
1279239;TR;t;3;0.486;1;0
1279239;TR;t;4;0.624;0.762;0
1279239;TR;t;5;0.505;0.87;0
1279239;TR;t;6;0.472;0.857;0
1279239;TR;t;REVIEW 2;0.723;0.636;0
1279239;TR;t;7;0.167;0.105;0
1279239;TR;t;8;0.599;0.95;0
1279239;TR;t;REVIEW 3;0.75;0.308;0
1279239;TR;t;10;0.584;1;0
1279239;TR;t;11;0.667;0.15;0
1279239;TR;t;12;0.25;0.091;0
1279230;TR;t;1;0.556;0.95;0
1279230;TR;t;2;0.529;0.962;0
1279230;TR;t;5;0.412;0.913;0
1279230;TR;t;6;0.647;0.905;0
1279230;TR;t;7;0.63;0.947;0
1279230;TR;t;8;0.425;0.85;0
1279230;TR;t;9;0.46;0.905;0
1279230;TR;t;REVIEW 3;0.665;1;0
1279230;TR;t;10;0.678;0.952;0
1279230;TR;t;11;0.344;0.95;0
1279230;TR;t;12;0.44;0.955;0
1279230;TR;t;REVIEW 4;0.736;1;0
1279230;TR;t;VIDEO PODCASTS;0.512;1;0
1279192;TR;t;1;0.699;0.85;0
1279192;TR;t;2;0.613;0.846;0
1279192;TR;t;3;0.616;0.87;0
1279192;TR;t;4;0.651;0.381;0
1279192;TR;t;8;0.607;0.9;0
1279192;TR;t;9;0.802;0.762;0
1279192;TR;t;11;0.592;0.3;0
1279192;TR;t;12;0.811;0.182;0
1279162;TR;t;2;0.855;0.962;0
1279162;TR;t;3;0.941;1;0
1279162;TR;t;REVIEW 1;0.913;1;0
1279162;TR;t;4;0.981;1;0
1279162;TR;t;5;0.816;0.957;0
1279162;TR;t;6;0.882;1;0
1279162;TR;t;REVIEW 2;0.953;1;0
1279162;TR;t;8;0.825;0.9;0
1279162;TR;t;9;0.82;1;0
1279162;TR;t;REVIEW 3;0.958;1;0
1279115;PL;t;REVIEW 1;0.579;0.692;0
1279115;PL;t;4;0.707;0.571;0
1279115;PL;t;5;0.863;0.261;0
1279101;PL;t;1;0.838;0.85;0
1279101;PL;t;2;0.731;0.538;0
1278964;CO;t;3;0.784;0.652;0
1278964;CO;t;VIDEO PODCASTS;0.857;0.088;0
1278891;TR;t;4;0.959;1;0
1278891;TR;t;6;1;1;0
1278891;TR;t;7;0.987;1;0
1278891;TR;t;8;0.935;0.95;0
1278891;TR;t;9;0.986;1;0
1278891;TR;t;11;0.998;1;0
1278891;TR;t;12;0.981;1;0
1278509;PL;t;1;0.806;0.85;0
1278509;PL;t;2;0.828;1;0
1278509;PL;t;3;0.968;0.304;0
1278499;TR;t;4;0.985;1;0
1278422;ES;f;1;0.9;0.15;0
1278376;ES;t;1;0.776;1;0
1278376;ES;t;2;0.841;1;0
1278376;ES;t;3;0.816;1;0
1278376;ES;t;REVIEW 1;0.781;1;0
1278376;ES;t;4;0.709;1;0
1278376;ES;t;5;0.854;0.391;0
1278363;PL;t;1;0.82;1;0
1278363;PL;t;2;0.722;1;0
1278217;CO;f;1;1;0.1;0
1278154;TR;t;1;0.711;1;0
1278154;TR;t;2;0.637;0.731;0
1277996;PL;t;1;0.916;0.95;0
1277996;PL;t;3;0.982;0.348;0
1277963;ES;t;6;0.687;0.81;0
1277963;ES;t;REVIEW 2;0.722;0.364;0
1277941;TR;t;1;0.718;0.55;0
1277941;TR;t;2;0.438;0.692;0
1277941;TR;t;3;0.654;0.609;0
1277941;TR;t;REVIEW 1;0.611;0.923;0
1277941;TR;t;4;0.425;0.714;0
1277941;TR;t;5;0.545;0.261;0
1277941;TR;t;6;0.565;0.429;0
1277941;TR;t;REVIEW 2;0.305;0.273;0
1277941;TR;t;8;0;0.1;0
1277796;TR;t;2;0.702;0.769;0
1277796;TR;t;REVIEW 2;0.614;0.273;0
1277796;TR;t;11;0.167;0.15;0
1277795;CZ;t;2;0.84;1;0
1277795;CZ;t;3;0.97;0.217;0
1277712;ES;t;1;0.66;0.8;0
1277712;ES;t;REVIEW 1;0.553;0.231;0
1277697;CN;f;1;0.641;0.6;0
1277697;CN;f;2;0;0.077;0
1277697;CN;f;5;0.453;0.304;0
1277697;CN;f;9;0.24;0.619;0
1277694;CN;t;1;0.846;0.3;0
1277694;CN;t;2;0.722;0.115;0
1277694;CN;t;7;0.237;0.211;0
1277694;CN;t;9;0.778;0.143;0
1277685;CN;t;2;0.889;0.346;0
1277685;CN;t;REVIEW 1;1;0.231;0
1277685;CN;t;5;0.739;0.13;0
1277685;CN;t;6;0.7;0.143;0
1277685;CN;t;8;0.366;0.2;0
1277677;CN;f;1;0.758;0.95;0
1277677;CN;f;2;0.623;0.923;0
1277677;CN;f;3;0.628;0.957;0
1277677;CN;f;REVIEW 1;0.704;0.231;0
1277677;CN;f;9;0.665;0.476;0
1277677;CN;f;10;0.57;0.619;0
1277677;CN;f;11;0.722;0.2;0
1277674;IT;f;1;0.754;1;0
1277674;IT;f;2;0.741;0.538;0
1277674;IT;f;5;0.601;0.87;0
1277674;IT;f;REVIEW 2;0.799;1;0
1277659;TR;t;2;0.99;0.192;0
1277659;TR;t;3;0.933;0.174;0
1277633;OM;t;1;0.695;0.35;0
1277633;OM;t;2;0.458;0.308;0
1277633;OM;t;3;0.689;0.391;0
1277633;OM;t;4;0.861;0.381;0
1277633;OM;t;7;0.833;0.158;0
1277610;OM;t;2;0.167;0.115;0
1277609;OM;t;1;1;0.1;0
1277609;OM;t;3;0;0.087;0
1277609;OM;t;6;0.353;0.238;0
1277609;OM;t;REVIEW 2;0.243;0.273;0
1277607;OM;t;1;0.167;0.1;0
1277607;OM;t;2;0.511;0.115;0
1277607;OM;t;REVIEW 1;0.444;0.154;0
1277607;OM;t;4;0.472;0.143;0
1277607;OM;t;5;0.843;0.13;0
1277607;OM;t;6;0.615;0.381;0
1277607;OM;t;9;0.302;0.143;0
1277606;OM;t;1;0.5;0.1;0
1277605;OM;t;1;0.6;0.1;0
1277604;OM;t;1;1;0.1;0
1277604;OM;t;3;0.222;0.087;0
1277604;OM;t;6;0.091;0.095;0
1277604;OM;t;8;0.455;0.15;0
1277604;OM;t;9;1;0.095;0
1277601;OM;t;4;0.681;0.143;0
1277601;OM;t;6;0.65;0.095;0
1277598;OM;t;4;0.41;0.286;0
1277598;OM;t;5;0.833;0.13;0
1277598;OM;t;6;0.223;0.238;0
1277598;OM;t;7;0.125;0.105;0
1277597;OM;t;1;0.167;0.1;0
1277561;TR;t;3;0.721;0.783;0
1277561;TR;t;REVIEW 1;0.853;1;0
1277561;TR;t;8;0.762;0.9;0
1277561;TR;t;9;0.702;0.905;0
1277561;TR;t;REVIEW 3;0.83;1;0
1277561;TR;t;VIDEO PODCASTS;0.896;0.1;0
1277559;CZ;t;REVIEW 1;0.853;1;0
1277559;CZ;t;6;0.841;0.476;0
1277547;TR;t;1;0.478;0.9;0
1277547;TR;t;3;0.872;1;0
1277547;TR;t;4;0.969;0.952;0
1277547;TR;t;5;0.973;0.826;0
1277547;TR;t;7;0.471;0.684;0
1277547;TR;t;8;0.458;0.9;0
1277547;TR;t;10;0.427;0.762;0
1277547;TR;t;11;0.247;0.85;0
1277544;TR;f;1;1;0.1;0
1277543;TR;t;1;0.655;1;0
1277543;TR;t;2;0.688;0.923;0
1277543;TR;t;3;0.587;0.87;0
1277543;TR;t;REVIEW 1;0.893;1;0
1277543;TR;t;4;0.764;1;0
1277543;TR;t;REVIEW 2;0.987;1;0
1277543;TR;t;REVIEW 3;0.982;1;0
1277543;TR;t;11;0.287;1;0
1277543;TR;t;12;0.789;0.955;0
1277543;TR;t;REVIEW 4;0.985;1;0
1277543;TR;t;VIDEO PODCASTS;0.738;1;0
1277475;OM;t;1;0.8;0.1;0
1277473;OM;t;1;0.167;0.1;0
1277468;OM;t;2;1;0.077;0
1277467;OM;t;1;0.564;0.45;0
1277467;OM;t;2;0.511;0.115;0
1277467;OM;t;4;0.539;0.238;0
1277467;OM;t;REVIEW 3;0.6;0.154;0
1277058;PL;t;3;0.756;0.174;0
1277054;TR;t;7;0.734;0.632;0
1277054;TR;t;8;0.6;0.75;0
1277054;TR;t;12;0.756;0.136;0
1276986;TR;t;1;0.862;1;0
1276986;TR;t;5;0.657;0.957;0
1276986;TR;t;8;0.845;0.95;0
1276986;TR;t;9;0.839;1;0
1276986;TR;t;10;0.884;1;0
1276986;TR;t;12;0.933;0.273;0
1276930;ES;t;1;1;0.1;0
1276837;CZ;t;1;0.967;0.15;0
1276837;CZ;t;8;0.867;0.2;0
1276787;PL;t;2;0.756;0.308;0
1276775;PL;t;1;0.632;0.9;0
1276775;PL;t;2;0.45;0.962;0
1276722;ES;t;1;0.923;1;0
1276722;ES;t;2;0.87;1;0
1276722;ES;t;3;0.83;1;0
1276722;ES;t;REVIEW 1;0.701;1;0
1276722;ES;t;4;0.766;1;0
1276722;ES;t;5;0.817;0.913;0
1276722;ES;t;VIDEO PODCASTS;0.923;0.413;0
1276721;TR;t;1;0.714;1;0
1276721;TR;t;2;0.618;1;0
1276721;TR;t;3;0.662;0.957;0
1276721;TR;t;4;0.603;1;0
1276721;TR;t;5;0.713;0.957;0
1276721;TR;t;7;0.746;1;0
1276721;TR;t;9;0.825;0.333;0
1276721;TR;t;10;0.767;0.429;0
1276721;TR;t;VIDEO PODCASTS;0.608;0.425;0
1276717;CZ;t;2;0.791;1;0
1276717;CZ;t;3;0.69;0.348;0
1276710;ES;t;1;1;0.1;0
1276705;PL;f;1;0.646;0.4;0
1276652;PL;t;1;0.743;1;0
1276652;PL;t;2;0.725;0.269;0
1276542;CZ;t;REVIEW 1;0.704;0.231;0
1276542;CZ;t;4;0.694;0.143;0
1276525;ES;t;3;0.759;0.696;0
1276525;ES;t;4;0.71;0.714;0
1276515;PL;t;1;0.84;0.9;0
1276515;PL;t;5;0.881;0.739;0
1276515;PL;t;7;0.875;0.105;0
1276514;TR;t;1;0.271;1;0
1276418;TR;t;1;1;0.1;0
1276345;TR;t;1;0.832;1;0
1276345;TR;t;4;0.907;0.905;0
1276345;TR;t;5;0.842;0.87;0
1276345;TR;t;6;0.925;0.857;0
1276345;TR;t;REVIEW 2;0.887;1;0
1276345;TR;t;8;0.812;0.75;0
1276345;TR;t;VIDEO PODCASTS;0.434;0.688;0
1276303;TR;t;1;0.927;0.65;0
1276303;TR;t;8;0.744;0.6;0
1276235;ES;t;REVIEW 1;0.642;0.923;0
1276235;ES;t;4;0.698;0.81;0
1276235;ES;t;5;0.882;0.13;0
1276153;ES;t;3;0.61;0.826;0
1276153;ES;t;REVIEW 1;0.918;0.615;0
1276153;ES;t;4;0.692;0.762;0
1276100;PL;t;1;0.497;0.45;0
1276100;PL;t;4;0.235;0.095;0
1276100;PL;t;5;0.554;0.652;0
1276100;PL;t;7;0.125;0.105;0
1276062;CZ;t;1;0.9;0.75;0
1276050;TR;t;2;0.153;0.962;0
1276050;TR;t;3;0.122;1;0
1276050;TR;t;4;0.064;1;0
1276050;TR;t;5;0.172;0.957;0
1276050;TR;t;6;0;0.238;0
1276036;PL;t;1;0.814;0.25;0
1276036;PL;t;3;0.8;0.174;0
1276036;PL;t;5;0.923;0.174;0
1276036;PL;t;6;0.839;0.762;0
1276036;PL;t;7;0.941;0.632;0
1275721;TR;t;1;0.764;0.85;0
1275721;TR;t;2;0.73;0.923;0
1275721;TR;t;3;0.87;0.261;0
1275718;CZ;f;1;0.783;0.85;0
1275718;CZ;f;2;0.863;0.346;0
1275606;TR;t;2;0.993;1;0
1275606;TR;t;3;0.99;1;0
1275606;TR;t;REVIEW 1;0.998;1;0
1275606;TR;t;5;0.983;0.913;0
1275606;TR;t;6;0.99;1;0
1275606;TR;t;8;0.99;0.9;0
1275606;TR;t;REVIEW 3;1;1;0
1275600;CZ;t;VIDEO PODCASTS;0.733;0.075;0
1275576;TR;t;1;0;0.95;0
1275576;TR;t;2;0;0.962;0
1275576;TR;t;3;0;0.87;0
1275576;TR;t;4;0;0.952;0
1275576;TR;t;5;0;0.913;0
1275576;TR;t;6;0;0.905;0
1275576;TR;t;7;0;0.947;0
1275562;PL;t;1;0.944;1;0
1275562;PL;t;2;0.819;0.962;0
1275562;PL;t;3;0.881;0.696;0
1275562;PL;t;REVIEW 1;0.899;0.615;0
1275562;PL;t;4;0.819;1;0
1275562;PL;t;5;0.809;0.87;0
1275562;PL;t;6;0.909;0.19;0
1275562;PL;t;REVIEW 2;0.797;0.909;0
1275562;PL;t;7;1;0.158;0
1275533;PL;t;REVIEW 1;0.739;0.308;0
1275533;PL;t;5;0.743;0.565;0
1275533;PL;t;6;0.733;0.714;0
1275533;PL;t;REVIEW 2;0.853;0.455;0
1275523;TR;t;9;0.703;0.81;0
1275517;RU;t;1;0.956;0.25;0
1275472;ES;t;1;0.567;0.2;0
1275439;TR;f;8;0.409;0.2;0
1275439;TR;f;12;1;0.091;0
1275437;TR;t;1;0.443;0.95;0
1275437;TR;t;2;0.387;1;0
1275437;TR;t;3;0.265;1;0
1275437;TR;t;4;0.422;0.952;0
1275437;TR;t;5;0.292;0.957;0
1275437;TR;t;6;0.293;1;0
1275437;TR;t;7;0.243;1;0
1275437;TR;t;10;0.625;0.095;0
1275437;TR;t;VIDEO PODCASTS;0.609;0.338;0
1275404;PL;t;3;0.962;0.261;0
1275387;PL;t;2;0.571;0.846;0
1275387;PL;t;3;0.889;0.087;0
1275385;TR;t;1;0.684;1;0
1275385;TR;t;2;0.776;0.385;0
1275385;TR;t;3;0.73;0.217;0
1275385;TR;t;REVIEW 1;0.736;0.538;0
1275385;TR;t;4;0.702;0.429;0
1275385;TR;t;5;0.454;0.304;0
1275385;TR;t;6;0.74;0.286;0
1275385;TR;t;8;0.525;0.35;0
1275383;NL;t;1;0.868;0.95;0
1275373;MX;t;1;1;0.1;0
1275366;TR;t;REVIEW 1;0.879;0.615;0
1275366;TR;t;5;0.588;0.13;0
1275366;TR;t;6;0.638;0.714;0
1275366;TR;t;10;0.174;0.571;0
1275366;TR;t;12;0.512;0.773;0
1275352;PL;t;VIDEO PODCASTS;0.874;0.313;0
1275327;CZ;f;1;0.933;0.15;0
1275287;PL;f;1;0.715;0.45;0
1275100;ES;t;1;0.931;1;0
1275100;ES;t;2;1;0.192;0
1275091;ES;t;1;0.777;1;0
1275091;ES;t;2;0.817;0.962;0
1275091;ES;t;3;0.831;0.87;0
1275091;ES;t;REVIEW 1;0.894;1;0
1275091;ES;t;4;0.85;1;0
1275091;ES;t;5;0.78;0.957;0
1275027;TR;t;1;0.828;1;0
1275027;TR;t;REVIEW 1;0.927;1;0
1275027;TR;t;4;0.834;0.952;0
1275027;TR;t;5;0.849;0.913;0
1275027;TR;t;REVIEW 2;0.892;1;0
1275027;TR;t;8;0.838;0.9;0
1275027;TR;t;REVIEW 3;0.976;1;0
1275022;ES;t;1;1;0.1;0
1274999;PL;t;3;0.822;0.609;0
1274999;PL;t;REVIEW 1;0.997;0.538;0
1274999;PL;t;4;0.755;0.19;0
1274999;PL;t;5;0.93;0.435;0
1274999;PL;t;REVIEW 2;0.776;0.273;0
1274987;PL;t;3;0.825;0.609;0
1274987;PL;t;REVIEW 1;0.837;1;0
